id,category,difficulty,question,choice1,choice2,choice3,choice4,answer,explanation,era,tags,source
gpq_00001,歴代王者・記録,2,1950年のF1ドライバーズチャンピオンは誰？,ジュゼッペ・ファリーナ,ロニー・ピーターソン,カルロス・サインツ,フェルナンド・アロンソ,0,1950年のドライバーズチャンピオンはジュゼッペ・ファリーナです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00002,歴代王者・記録,2,1951年のF1ドライバーズチャンピオンは誰？,ケビン・マグヌッセン,角田裕毅,ネルソン・ピケ,ファン・マヌエル・ファンジオ,3,1951年のドライバーズチャンピオンはファン・マヌエル・ファンジオです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00003,歴代王者・記録,2,1952年のF1ドライバーズチャンピオンは誰？,ガブリエル・ボルトレト,ジェームス・ハント,アルベルト・アスカリ,アレクサンダー・アルボン,2,1952年のドライバーズチャンピオンはアルベルト・アスカリです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00004,歴代王者・記録,2,1953年のF1ドライバーズチャンピオンは誰？,ジョディー・シェクター,スターリング・モス,ガブリエル・ボルトレト,アルベルト・アスカリ,3,1953年のドライバーズチャンピオンはアルベルト・アスカリです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00005,歴代王者・記録,2,1954年のF1ドライバーズチャンピオンは誰？,キミ・アントネッリ,セバスチャン・ベッテル,フェルナンド・アロンソ,ファン・マヌエル・ファンジオ,3,1954年のドライバーズチャンピオンはファン・マヌエル・ファンジオです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00006,歴代王者・記録,2,1955年のF1ドライバーズチャンピオンは誰？,グラハム・ヒル,ジュゼッペ・ファリーナ,ミハエル・シューマッハ,ファン・マヌエル・ファンジオ,3,1955年のドライバーズチャンピオンはファン・マヌエル・ファンジオです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00007,歴代王者・記録,2,1956年のF1ドライバーズチャンピオンは誰？,ジョン・サーティース,ジェームス・ハント,オリバー・ベアマン,ファン・マヌエル・ファンジオ,3,1956年のドライバーズチャンピオンはファン・マヌエル・ファンジオです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00008,歴代王者・記録,2,1957年のF1ドライバーズチャンピオンは誰？,ファン・マヌエル・ファンジオ,ケケ・ロズベルグ,スターリング・モス,ヨッヘン・リント,0,1957年のドライバーズチャンピオンはファン・マヌエル・ファンジオです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00009,歴代王者・記録,2,1958年のF1ドライバーズチャンピオンは誰？,ミハエル・シューマッハ,マイク・ホーソーン,ニキ・ラウダ,マックス・フェルスタッペン,1,1958年のドライバーズチャンピオンはマイク・ホーソーンです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00010,歴代王者・記録,2,1959年のF1ドライバーズチャンピオンは誰？,ジャック・ブラバム,ジョディー・シェクター,ルイス・ハミルトン,セバスチャン・ベッテル,0,1959年のドライバーズチャンピオンはジャック・ブラバムです。,1950s,champion|driver,Formula 1公式 Results Archive
gpq_00011,歴代王者・記録,2,1960年のF1ドライバーズチャンピオンは誰？,ケビン・マグヌッセン,ジャック・ブラバム,ヨッヘン・リント,デイモン・ヒル,1,1960年のドライバーズチャンピオンはジャック・ブラバムです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00012,歴代王者・記録,2,1961年のF1ドライバーズチャンピオンは誰？,フィル・ヒル,アルベルト・アスカリ,ファン・マヌエル・ファンジオ,周冠宇,0,1961年のドライバーズチャンピオンはフィル・ヒルです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00013,歴代王者・記録,2,1962年のF1ドライバーズチャンピオンは誰？,グラハム・ヒル,キミ・アントネッリ,ランス・ストロール,デニス・ハルム,0,1962年のドライバーズチャンピオンはグラハム・ヒルです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00014,歴代王者・記録,2,1963年のF1ドライバーズチャンピオンは誰？,ジム・クラーク,ルイス・ハミルトン,セルジオ・ペレス,オリバー・ベアマン,0,1963年のドライバーズチャンピオンはジム・クラークです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00015,歴代王者・記録,2,1964年のF1ドライバーズチャンピオンは誰？,マリオ・アンドレッティ,ジョン・サーティース,ローガン・サージェント,カルロス・サインツ,1,1964年のドライバーズチャンピオンはジョン・サーティースです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00016,歴代王者・記録,2,1965年のF1ドライバーズチャンピオンは誰？,ジム・クラーク,アラン・ジョーンズ,ランス・ストロール,マックス・フェルスタッペン,0,1965年のドライバーズチャンピオンはジム・クラークです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00017,歴代王者・記録,2,1966年のF1ドライバーズチャンピオンは誰？,ジャック・ヴィルヌーヴ,スターリング・モス,ロニー・ピーターソン,ジャック・ブラバム,3,1966年のドライバーズチャンピオンはジャック・ブラバムです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00018,歴代王者・記録,2,1967年のF1ドライバーズチャンピオンは誰？,デニス・ハルム,ジャック・ブラバム,リアム・ローソン,ジュゼッペ・ファリーナ,0,1967年のドライバーズチャンピオンはデニス・ハルムです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00019,歴代王者・記録,2,1968年のF1ドライバーズチャンピオンは誰？,ジョディー・シェクター,グラハム・ヒル,ダニエル・リカルド,ヨッヘン・リント,1,1968年のドライバーズチャンピオンはグラハム・ヒルです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00020,歴代王者・記録,2,1969年のF1ドライバーズチャンピオンは誰？,ミカ・ハッキネン,ジャッキー・スチュワート,アイザック・ハジャー,ヨッヘン・リント,1,1969年のドライバーズチャンピオンはジャッキー・スチュワートです。,1960s,champion|driver,Formula 1公式 Results Archive
gpq_00021,歴代王者・記録,2,1970年のF1ドライバーズチャンピオンは誰？,アラン・ジョーンズ,ヨッヘン・リント,フランコ・コラピント,バルテリ・ボッタス,1,1970年のドライバーズチャンピオンはヨッヘン・リントです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00022,歴代王者・記録,2,1971年のF1ドライバーズチャンピオンは誰？,ニコ・ヒュルケンベルグ,ジャッキー・スチュワート,マイク・ホーソーン,アラン・ジョーンズ,1,1971年のドライバーズチャンピオンはジャッキー・スチュワートです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00023,歴代王者・記録,2,1972年のF1ドライバーズチャンピオンは誰？,エマーソン・フィッティパルディ,ファン・マヌエル・ファンジオ,ランス・ストロール,ジュゼッペ・ファリーナ,0,1972年のドライバーズチャンピオンはエマーソン・フィッティパルディです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00024,歴代王者・記録,2,1973年のF1ドライバーズチャンピオンは誰？,ジャッキー・スチュワート,ランド・ノリス,キミ・アントネッリ,エステバン・オコン,0,1973年のドライバーズチャンピオンはジャッキー・スチュワートです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00025,歴代王者・記録,2,1974年のF1ドライバーズチャンピオンは誰？,マリオ・アンドレッティ,ミカ・ハッキネン,エマーソン・フィッティパルディ,ケビン・マグヌッセン,2,1974年のドライバーズチャンピオンはエマーソン・フィッティパルディです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00026,歴代王者・記録,2,1975年のF1ドライバーズチャンピオンは誰？,ニキ・ラウダ,ルイス・ハミルトン,ロニー・ピーターソン,ランス・ストロール,0,1975年のドライバーズチャンピオンはニキ・ラウダです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00027,歴代王者・記録,2,1976年のF1ドライバーズチャンピオンは誰？,リアム・ローソン,ガブリエル・ボルトレト,アレクサンダー・アルボン,ジェームス・ハント,3,1976年のドライバーズチャンピオンはジェームス・ハントです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00028,歴代王者・記録,2,1977年のF1ドライバーズチャンピオンは誰？,ニキ・ラウダ,スターリング・モス,ジュゼッペ・ファリーナ,アラン・プロスト,0,1977年のドライバーズチャンピオンはニキ・ラウダです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00029,歴代王者・記録,2,1978年のF1ドライバーズチャンピオンは誰？,マリオ・アンドレッティ,ジョディー・シェクター,角田裕毅,リアム・ローソン,0,1978年のドライバーズチャンピオンはマリオ・アンドレッティです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00030,歴代王者・記録,2,1979年のF1ドライバーズチャンピオンは誰？,フランコ・コラピント,角田裕毅,ジョディー・シェクター,ニキ・ラウダ,2,1979年のドライバーズチャンピオンはジョディー・シェクターです。,1970s,champion|driver,Formula 1公式 Results Archive
gpq_00031,歴代王者・記録,2,1980年のF1ドライバーズチャンピオンは誰？,グラハム・ヒル,アラン・ジョーンズ,セルジオ・ペレス,ダニエル・リカルド,1,1980年のドライバーズチャンピオンはアラン・ジョーンズです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00032,歴代王者・記録,2,1981年のF1ドライバーズチャンピオンは誰？,ガブリエル・ボルトレト,角田裕毅,ネルソン・ピケ,フィル・ヒル,2,1981年のドライバーズチャンピオンはネルソン・ピケです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00033,歴代王者・記録,2,1982年のF1ドライバーズチャンピオンは誰？,ニコ・ロズベルグ,ジャック・ヴィルヌーヴ,ジム・クラーク,ケケ・ロズベルグ,3,1982年のドライバーズチャンピオンはケケ・ロズベルグです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00034,歴代王者・記録,2,1983年のF1ドライバーズチャンピオンは誰？,ネルソン・ピケ,ジェームス・ハント,ジュゼッペ・ファリーナ,ジム・クラーク,0,1983年のドライバーズチャンピオンはネルソン・ピケです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00035,歴代王者・記録,2,1984年のF1ドライバーズチャンピオンは誰？,ランド・ノリス,グラハム・ヒル,ミハエル・シューマッハ,ニキ・ラウダ,3,1984年のドライバーズチャンピオンはニキ・ラウダです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00036,歴代王者・記録,2,1985年のF1ドライバーズチャンピオンは誰？,アラン・プロスト,ルイス・ハミルトン,ジョディー・シェクター,ランス・ストロール,0,1985年のドライバーズチャンピオンはアラン・プロストです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00037,歴代王者・記録,2,1986年のF1ドライバーズチャンピオンは誰？,ランス・ストロール,シャルル・ルクレール,アラン・プロスト,ジョディー・シェクター,2,1986年のドライバーズチャンピオンはアラン・プロストです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00038,歴代王者・記録,2,1987年のF1ドライバーズチャンピオンは誰？,角田裕毅,ネルソン・ピケ,ジャッキー・スチュワート,セルジオ・ペレス,1,1987年のドライバーズチャンピオンはネルソン・ピケです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00039,歴代王者・記録,2,1988年のF1ドライバーズチャンピオンは誰？,エマーソン・フィッティパルディ,オスカー・ピアストリ,アイルトン・セナ,デニス・ハルム,2,1988年のドライバーズチャンピオンはアイルトン・セナです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00040,歴代王者・記録,2,1989年のF1ドライバーズチャンピオンは誰？,カルロス・サインツ,ミハエル・シューマッハ,アラン・プロスト,セバスチャン・ベッテル,2,1989年のドライバーズチャンピオンはアラン・プロストです。,1980s,champion|driver,Formula 1公式 Results Archive
gpq_00041,歴代王者・記録,2,1990年のF1ドライバーズチャンピオンは誰？,周冠宇,バルテリ・ボッタス,アイザック・ハジャー,アイルトン・セナ,3,1990年のドライバーズチャンピオンはアイルトン・セナです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00042,歴代王者・記録,2,1991年のF1ドライバーズチャンピオンは誰？,アイルトン・セナ,ダニエル・リカルド,ロニー・ピーターソン,ニコ・ヒュルケンベルグ,0,1991年のドライバーズチャンピオンはアイルトン・セナです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00043,歴代王者・記録,2,1992年のF1ドライバーズチャンピオンは誰？,ケビン・マグヌッセン,ランド・ノリス,マックス・フェルスタッペン,ナイジェル・マンセル,3,1992年のドライバーズチャンピオンはナイジェル・マンセルです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00044,歴代王者・記録,2,1993年のF1ドライバーズチャンピオンは誰？,アラン・プロスト,ミハエル・シューマッハ,ジュゼッペ・ファリーナ,セバスチャン・ベッテル,0,1993年のドライバーズチャンピオンはアラン・プロストです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00045,歴代王者・記録,2,1994年のF1ドライバーズチャンピオンは誰？,ローガン・サージェント,ミハエル・シューマッハ,キミ・アントネッリ,ジョディー・シェクター,1,1994年のドライバーズチャンピオンはミハエル・シューマッハです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00046,歴代王者・記録,2,1995年のF1ドライバーズチャンピオンは誰？,グラハム・ヒル,ガブリエル・ボルトレト,ミハエル・シューマッハ,フランコ・コラピント,2,1995年のドライバーズチャンピオンはミハエル・シューマッハです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00047,歴代王者・記録,2,1996年のF1ドライバーズチャンピオンは誰？,デニス・ハルム,ジェームス・ハント,バルテリ・ボッタス,デイモン・ヒル,3,1996年のドライバーズチャンピオンはデイモン・ヒルです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00048,歴代王者・記録,2,1997年のF1ドライバーズチャンピオンは誰？,ジャック・ヴィルヌーヴ,ダニエル・リカルド,ジェンソン・バトン,アイザック・ハジャー,0,1997年のドライバーズチャンピオンはジャック・ヴィルヌーヴです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00049,歴代王者・記録,2,1998年のF1ドライバーズチャンピオンは誰？,ジャック・ブラバム,ジョージ・ラッセル,ミカ・ハッキネン,シャルル・ルクレール,2,1998年のドライバーズチャンピオンはミカ・ハッキネンです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00050,歴代王者・記録,2,1999年のF1ドライバーズチャンピオンは誰？,ミカ・ハッキネン,デニス・ハルム,グラハム・ヒル,ナイジェル・マンセル,0,1999年のドライバーズチャンピオンはミカ・ハッキネンです。,1990s,champion|driver,Formula 1公式 Results Archive
gpq_00051,歴代王者・記録,1,2000年のF1ドライバーズチャンピオンは誰？,ニキ・ラウダ,ネルソン・ピケ,ミハエル・シューマッハ,ローガン・サージェント,2,2000年のドライバーズチャンピオンはミハエル・シューマッハです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00052,歴代王者・記録,1,2001年のF1ドライバーズチャンピオンは誰？,ミハエル・シューマッハ,ルイス・ハミルトン,ジュゼッペ・ファリーナ,角田裕毅,0,2001年のドライバーズチャンピオンはミハエル・シューマッハです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00053,歴代王者・記録,1,2002年のF1ドライバーズチャンピオンは誰？,フィル・ヒル,デニス・ハルム,フランコ・コラピント,ミハエル・シューマッハ,3,2002年のドライバーズチャンピオンはミハエル・シューマッハです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00054,歴代王者・記録,1,2003年のF1ドライバーズチャンピオンは誰？,ミハエル・シューマッハ,ピエール・ガスリー,バルテリ・ボッタス,キミ・アントネッリ,0,2003年のドライバーズチャンピオンはミハエル・シューマッハです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00055,歴代王者・記録,1,2004年のF1ドライバーズチャンピオンは誰？,ジャッキー・スチュワート,ミハエル・シューマッハ,デニス・ハルム,エマーソン・フィッティパルディ,1,2004年のドライバーズチャンピオンはミハエル・シューマッハです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00056,歴代王者・記録,1,2005年のF1ドライバーズチャンピオンは誰？,フィル・ヒル,マックス・フェルスタッペン,ジョディー・シェクター,フェルナンド・アロンソ,3,2005年のドライバーズチャンピオンはフェルナンド・アロンソです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00057,歴代王者・記録,1,2006年のF1ドライバーズチャンピオンは誰？,フェルナンド・アロンソ,ニコ・ヒュルケンベルグ,デニス・ハルム,ジョージ・ラッセル,0,2006年のドライバーズチャンピオンはフェルナンド・アロンソです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00058,歴代王者・記録,1,2007年のF1ドライバーズチャンピオンは誰？,キミ・ライコネン,フィル・ヒル,ケビン・マグヌッセン,ミハエル・シューマッハ,0,2007年のドライバーズチャンピオンはキミ・ライコネンです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00059,歴代王者・記録,1,2008年のF1ドライバーズチャンピオンは誰？,ロニー・ピーターソン,ジェンソン・バトン,ルイス・ハミルトン,カルロス・サインツ,2,2008年のドライバーズチャンピオンはルイス・ハミルトンです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00060,歴代王者・記録,1,2009年のF1ドライバーズチャンピオンは誰？,ファン・マヌエル・ファンジオ,セルジオ・ペレス,ジャッキー・スチュワート,ジェンソン・バトン,3,2009年のドライバーズチャンピオンはジェンソン・バトンです。,2000s,champion|driver,Formula 1公式 Results Archive
gpq_00061,歴代王者・記録,1,2010年のF1ドライバーズチャンピオンは誰？,セバスチャン・ベッテル,ジェンソン・バトン,オスカー・ピアストリ,ケケ・ロズベルグ,0,2010年のドライバーズチャンピオンはセバスチャン・ベッテルです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00062,歴代王者・記録,1,2011年のF1ドライバーズチャンピオンは誰？,ジェンソン・バトン,ジャック・ヴィルヌーヴ,セバスチャン・ベッテル,ジャッキー・スチュワート,2,2011年のドライバーズチャンピオンはセバスチャン・ベッテルです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00063,歴代王者・記録,1,2012年のF1ドライバーズチャンピオンは誰？,アルベルト・アスカリ,アレクサンダー・アルボン,セバスチャン・ベッテル,エマーソン・フィッティパルディ,2,2012年のドライバーズチャンピオンはセバスチャン・ベッテルです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00064,歴代王者・記録,1,2013年のF1ドライバーズチャンピオンは誰？,ヨッヘン・リント,セバスチャン・ベッテル,ケビン・マグヌッセン,ケケ・ロズベルグ,1,2013年のドライバーズチャンピオンはセバスチャン・ベッテルです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00065,歴代王者・記録,1,2014年のF1ドライバーズチャンピオンは誰？,グラハム・ヒル,ローガン・サージェント,キミ・ライコネン,ルイス・ハミルトン,3,2014年のドライバーズチャンピオンはルイス・ハミルトンです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00066,歴代王者・記録,1,2015年のF1ドライバーズチャンピオンは誰？,マックス・フェルスタッペン,ルイス・ハミルトン,フィル・ヒル,ジェンソン・バトン,1,2015年のドライバーズチャンピオンはルイス・ハミルトンです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00067,歴代王者・記録,1,2016年のF1ドライバーズチャンピオンは誰？,ランス・ストロール,アラン・ジョーンズ,ジョン・サーティース,ニコ・ロズベルグ,3,2016年のドライバーズチャンピオンはニコ・ロズベルグです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00068,歴代王者・記録,1,2017年のF1ドライバーズチャンピオンは誰？,セバスチャン・ベッテル,ルイス・ハミルトン,ニコ・ヒュルケンベルグ,ローガン・サージェント,1,2017年のドライバーズチャンピオンはルイス・ハミルトンです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00069,歴代王者・記録,1,2018年のF1ドライバーズチャンピオンは誰？,角田裕毅,ナイジェル・マンセル,ルイス・ハミルトン,フィル・ヒル,2,2018年のドライバーズチャンピオンはルイス・ハミルトンです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00070,歴代王者・記録,1,2019年のF1ドライバーズチャンピオンは誰？,マックス・フェルスタッペン,ジェンソン・バトン,スターリング・モス,ルイス・ハミルトン,3,2019年のドライバーズチャンピオンはルイス・ハミルトンです。,2010s,champion|driver,Formula 1公式 Results Archive
gpq_00071,歴代王者・記録,1,2020年のF1ドライバーズチャンピオンは誰？,ルイス・ハミルトン,アイルトン・セナ,デイモン・ヒル,キミ・ライコネン,0,2020年のドライバーズチャンピオンはルイス・ハミルトンです。,2020s,champion|driver,Formula 1公式 Results Archive
gpq_00072,歴代王者・記録,1,2021年のF1ドライバーズチャンピオンは誰？,リアム・ローソン,アレクサンダー・アルボン,ナイジェル・マンセル,マックス・フェルスタッペン,3,2021年のドライバーズチャンピオンはマックス・フェルスタッペンです。,2020s,champion|driver,Formula 1公式 Results Archive
gpq_00073,歴代王者・記録,1,2022年のF1ドライバーズチャンピオンは誰？,ローガン・サージェント,ファン・マヌエル・ファンジオ,エマーソン・フィッティパルディ,マックス・フェルスタッペン,3,2022年のドライバーズチャンピオンはマックス・フェルスタッペンです。,2020s,champion|driver,Formula 1公式 Results Archive
gpq_00074,歴代王者・記録,1,2023年のF1ドライバーズチャンピオンは誰？,アイルトン・セナ,ローガン・サージェント,マックス・フェルスタッペン,周冠宇,2,2023年のドライバーズチャンピオンはマックス・フェルスタッペンです。,2020s,champion|driver,Formula 1公式 Results Archive
gpq_00075,歴代王者・記録,1,2024年のF1ドライバーズチャンピオンは誰？,グラハム・ヒル,ランス・ストロール,マックス・フェルスタッペン,ジャック・ヴィルヌーヴ,2,2024年のドライバーズチャンピオンはマックス・フェルスタッペンです。,2020s,champion|driver,Formula 1公式 Results Archive
gpq_00076,歴代王者・記録,1,2025年のF1ドライバーズチャンピオンは誰？,アラン・プロスト,ランド・ノリス,デニス・ハルム,ジャック・ドゥーハン,1,2025年のドライバーズチャンピオンはランド・ノリスです。,2020s,champion|driver,Formula 1公式 Results Archive
gpq_00077,年代別,2,ジュゼッペ・ファリーナがF1ドライバーズチャンピオンになった年は？,1950年,1958年,2009年,2022年,0,ジュゼッペ・ファリーナは1950年にF1ドライバーズチャンピオンになっています。,1950s,champion|year,Formula 1公式 Results Archive
gpq_00078,年代別,2,ファン・マヌエル・ファンジオがF1ドライバーズチャンピオンになった年は？,2024年,1993年,1951年,1985年,2,ファン・マヌエル・ファンジオは1951年にF1ドライバーズチャンピオンになっています。,1950s,champion|year,Formula 1公式 Results Archive
gpq_00079,年代別,2,アルベルト・アスカリがF1ドライバーズチャンピオンになった年は？,1959年,2014年,2015年,1952年,3,アルベルト・アスカリは1952年にF1ドライバーズチャンピオンになっています。,1950s,champion|year,Formula 1公式 Results Archive
gpq_00080,年代別,2,マイク・ホーソーンがF1ドライバーズチャンピオンになった年は？,1958年,2022年,2010年,1984年,0,マイク・ホーソーンは1958年にF1ドライバーズチャンピオンになっています。,1950s,champion|year,Formula 1公式 Results Archive
gpq_00081,年代別,2,ジャック・ブラバムがF1ドライバーズチャンピオンになった年は？,2000年,1959年,2023年,1980年,1,ジャック・ブラバムは1959年にF1ドライバーズチャンピオンになっています。,1950s,champion|year,Formula 1公式 Results Archive
gpq_00082,年代別,2,グラハム・ヒルがF1ドライバーズチャンピオンになった年は？,1987年,2014年,1962年,1973年,2,グラハム・ヒルは1962年にF1ドライバーズチャンピオンになっています。,1960s,champion|year,Formula 1公式 Results Archive
gpq_00083,年代別,2,ジョン・サーティースがF1ドライバーズチャンピオンになった年は？,1964年,2001年,1995年,2019年,0,ジョン・サーティースは1964年にF1ドライバーズチャンピオンになっています。,1960s,champion|year,Formula 1公式 Results Archive
gpq_00084,年代別,2,ヨッヘン・リントがF1ドライバーズチャンピオンになった年は？,2020年,2017年,2025年,1970年,3,ヨッヘン・リントは1970年にF1ドライバーズチャンピオンになっています。,1970s,champion|year,Formula 1公式 Results Archive
gpq_00085,年代別,2,エマーソン・フィッティパルディがF1ドライバーズチャンピオンになった年は？,1972年,2010年,2009年,2011年,0,エマーソン・フィッティパルディは1972年にF1ドライバーズチャンピオンになっています。,1970s,champion|year,Formula 1公式 Results Archive
gpq_00086,年代別,2,ジェームス・ハントがF1ドライバーズチャンピオンになった年は？,1952年,1976年,1959年,1997年,1,ジェームス・ハントは1976年にF1ドライバーズチャンピオンになっています。,1970s,champion|year,Formula 1公式 Results Archive
gpq_00087,年代別,2,マリオ・アンドレッティがF1ドライバーズチャンピオンになった年は？,1953年,1978年,2015年,1981年,1,マリオ・アンドレッティは1978年にF1ドライバーズチャンピオンになっています。,1970s,champion|year,Formula 1公式 Results Archive
gpq_00088,年代別,2,アラン・ジョーンズがF1ドライバーズチャンピオンになった年は？,2000年,1965年,1980年,1969年,2,アラン・ジョーンズは1980年にF1ドライバーズチャンピオンになっています。,1980s,champion|year,Formula 1公式 Results Archive
gpq_00089,年代別,2,ケケ・ロズベルグがF1ドライバーズチャンピオンになった年は？,2014年,1979年,1982年,1978年,2,ケケ・ロズベルグは1982年にF1ドライバーズチャンピオンになっています。,1980s,champion|year,Formula 1公式 Results Archive
gpq_00090,年代別,2,ニキ・ラウダがF1ドライバーズチャンピオンになった年は？,1984年,1996年,2000年,1982年,0,ニキ・ラウダは1984年にF1ドライバーズチャンピオンになっています。,1980s,champion|year,Formula 1公式 Results Archive
gpq_00091,年代別,2,アラン・プロストがF1ドライバーズチャンピオンになった年は？,2008年,1986年,1956年,1959年,1,アラン・プロストは1986年にF1ドライバーズチャンピオンになっています。,1980s,champion|year,Formula 1公式 Results Archive
gpq_00092,年代別,2,アイルトン・セナがF1ドライバーズチャンピオンになった年は？,2001年,1988年,2025年,2018年,1,アイルトン・セナは1988年にF1ドライバーズチャンピオンになっています。,1980s,champion|year,Formula 1公式 Results Archive
gpq_00093,年代別,2,ナイジェル・マンセルがF1ドライバーズチャンピオンになった年は？,1998年,1992年,2006年,1974年,1,ナイジェル・マンセルは1992年にF1ドライバーズチャンピオンになっています。,1990s,champion|year,Formula 1公式 Results Archive
gpq_00094,年代別,2,ミハエル・シューマッハがF1ドライバーズチャンピオンになった年は？,1994年,1953年,1958年,1996年,0,ミハエル・シューマッハは1994年にF1ドライバーズチャンピオンになっています。,1990s,champion|year,Formula 1公式 Results Archive
